timestamp,rpm,speed_kph,coolant_temp_c,engine_load_pct,throttle_pct,intake_temp_c
190.73,1683.5,82.0,88,54.90196078431372,20.392156862745097,43
191.23,1691.25,82.0,88,54.90196078431372,20.392156862745097,43
191.73,1691.25,82.0,88,55.68627450980392,20.392156862745097,42
192.23,1691.25,82.0,88,56.86274509803921,20.392156862745097,42
192.73,1695.25,82.0,88,56.86274509803921,20.392156862745097,42
193.23,1699.0,82.0,88,55.68627450980392,20.392156862745097,42
193.74,1710.75,82.0,88,51.76470588235294,16.470588235294116,42
194.24,1687.5,82.0,89,16.862745098039216,14.509803921568627,42
194.74,1683.5,82.0,88,0.0,14.117647058823529,42
195.24,1652.25,82.0,89,0.0,14.117647058823529,42
195.74,1722.5,81.0,89,0.0,14.117647058823529,42
196.25,1675.75,79.0,89,0.0,14.117647058823529,42
196.75,1605.25,77.0,89,0.0,14.117647058823529,42
197.25,1550.75,77.0,89,0.0,14.117647058823529,42
197.75,1515.5,75.0,89,0.0,14.117647058823529,42
198.26,1480.25,73.0,89,0.0,14.117647058823529,43
198.76,1457.0,73.0,89,0.0,14.117647058823529,43
199.26,1457.0,72.0,89,0.0,14.117647058823529,43
199.76,1441.25,71.0,89,0.0,13.333333333333334,43
200.26,1449.0,71.0,89,27.84313725490196,16.07843137254902,43
200.77,1414.0,70.0,89,28.627450980392158,16.07843137254902,43
201.27,1429.5,70.0,89,27.84313725490196,16.07843137254902,43
201.77,1453.0,70.0,89,26.666666666666668,15.686274509803921,43
202.28,1468.75,70.0,89,25.88235294117647,15.686274509803921,43
202.78,1488.25,70.0,88,25.88235294117647,15.686274509803921,43
203.28,1500.0,71.0,88,25.88235294117647,16.07843137254902,43
203.78,1511.5,72.0,88,28.627450980392158,16.07843137254902,43
204.28,1503.75,72.0,88,28.627450980392158,16.862745098039216,43
204.79,1503.75,72.0,88,31.764705882352942,16.862745098039216,43
205.29,1511.5,72.0,88,31.764705882352942,16.862745098039216,42
205.79,1515.5,72.0,88,27.84313725490196,16.470588235294116,42
206.29,1515.5,72.0,88,28.627450980392158,16.470588235294116,42
206.79,1519.5,72.0,88,28.627450980392158,16.470588235294116,42
207.29,1519.5,72.0,88,28.627450980392158,16.862745098039216,42
207.79,1523.25,73.0,88,34.90196078431372,17.647058823529413,42
208.3,1527.25,74.0,88,35.68627450980392,16.470588235294116,42
208.8,1527.25,74.0,88,27.84313725490196,15.294117647058824,42
209.3,1511.5,74.0,88,17.647058823529413,14.901960784313726,42
209.8,1539.0,73.0,88,27.84313725490196,15.686274509803921,42
210.3,1503.75,72.0,88,22.745098039215687,15.686274509803921,42
210.81,1488.25,72.0,88,34.90196078431372,16.07843137254902,42
211.31,1480.25,72.0,88,34.90196078431372,17.254901960784313,42
211.81,1480.25,72.0,88,34.90196078431372,16.862745098039216,42
212.31,1484.25,72.0,88,20.0,13.72549019607843,42
212.81,1484.25,72.0,88,12.941176470588236,13.333333333333334,42
213.32,1503.75,72.0,88,0.0,14.117647058823529,42
213.82,1531.25,72.0,87,0.0,14.117647058823529,42
214.32,1476.5,71.0,87,0.0,14.117647058823529,42
214.82,1414.0,69.0,87,0.0,14.117647058823529,42
215.32,1378.75,68.0,87,0.0,14.117647058823529,42
