timestamp,t_in_drive,source_drive,rpm,speed_kph,coolant_temp_c,engine_load_pct,throttle_pct,intake_temp_c
296.58,296.58,real_drive_20260608_190738,828,18,87,31.76470588,14.11764706,43
297.08,297.08,real_drive_20260608_190738,796.75,18,87,29.80392157,14.11764706,43
297.58,297.58,real_drive_20260608_190738,824,14,87,29.80392157,14.11764706,43
298.09,298.09,real_drive_20260608_190738,824,10,87,33.7254902,14.90196078,43
298.59,298.59,real_drive_20260608_190738,1015.5,7,87,33.7254902,14.90196078,43
299.09,299.09,real_drive_20260608_190738,1312.5,7,87,52.94117647,18.43137255,43
299.59,299.59,real_drive_20260608_190738,1578,7,87,56.8627451,20.39215686,43
300.09,300.09,real_drive_20260608_190738,1578,7,87,57.64705882,20.39215686,43
300.59,300.59,real_drive_20260608_190738,1617,9,87,56.8627451,16.8627451,43
301.1,301.1,real_drive_20260608_190738,1250,11,87,34.90196078,15.68627451,43
301.61,301.61,real_drive_20260608_190738,1074,11,87,33.7254902,14.90196078,43
302.11,302.11,real_drive_20260608_190738,976.5,11,87,30.98039216,14.90196078,44
302.61,302.61,real_drive_20260608_190738,722.5,8,87,40,17.25490196,44
303.11,303.11,real_drive_20260608_190738,1351.5,6,87,72.94117647,23.52941176,44
303.61,303.61,real_drive_20260608_190738,1660,6,87,77.64705882,24.31372549,44
304.11,304.11,real_drive_20260608_190738,1902.25,7,87,72.94117647,24.70588235,43
304.62,304.62,real_drive_20260608_190738,2000,11,87,70.98039216,24.70588235,43
305.12,305.12,real_drive_20260608_190738,2062.5,16,87,69.80392157,24.70588235,43
305.62,305.62,real_drive_20260608_190738,2113.25,16,87,69.80392157,24.70588235,43
306.13,306.13,real_drive_20260608_190738,2066.25,20,87,69.80392157,25.09803922,43
306.63,306.63,real_drive_20260608_190738,1910,23,87,71.76470588,24.70588235,43
307.13,307.13,real_drive_20260608_190738,1480.25,23,87,62.74509804,21.17647059,43
307.63,307.63,real_drive_20260608_190738,1480.25,26,87,27.84313725,14.50980392,43
308.14,308.14,real_drive_20260608_190738,1335.75,27,87,17.64705882,14.11764706,43
308.64,308.64,real_drive_20260608_190738,1250,27,87,16.8627451,13.7254902,43
309.14,309.14,real_drive_20260608_190738,1164,26,87,0,13.33333333,43
309.64,309.64,real_drive_20260608_190738,1167.75,25,87,0,13.33333333,43
310.14,310.14,real_drive_20260608_190738,1179.5,22,87,0,13.33333333,43
310.64,310.64,real_drive_20260608_190738,1175.75,22,88,0,14.11764706,43
311.14,311.14,real_drive_20260608_190738,929.5,18,88,20.78431373,13.33333333,43
311.65,311.65,real_drive_20260608_190738,785,15,88,22.74509804,14.11764706,43
312.15,312.15,real_drive_20260608_190738,824,13,88,27.84313725,14.11764706,43
312.65,312.65,real_drive_20260608_190738,765.5,13,88,34.90196078,14.11764706,43
313.15,313.15,real_drive_20260608_190738,804.5,10,88,34.90196078,14.90196078,43
313.65,313.65,real_drive_20260608_190738,664,6,88,35.68627451,14.50980392,43
314.16,314.16,real_drive_20260608_190738,574,6,88,38.82352941,14.50980392,43
314.66,314.66,real_drive_20260608_190738,574,3,88,40,14.11764706,44
315.16,315.16,real_drive_20260608_190738,613.25,3,88,36.8627451,13.7254902,44
315.66,315.66,real_drive_20260608_190738,664,1,88,33.7254902,13.7254902,44
316.16,316.16,real_drive_20260608_190738,640.5,0,88,33.7254902,13.7254902,44
316.67,316.67,real_drive_20260608_190738,652.25,0,88,33.7254902,13.7254902,44
317.17,317.17,real_drive_20260608_190738,671.75,0,88,33.7254902,14.11764706,44
317.67,317.67,real_drive_20260608_190738,664,0,88,32.94117647,13.7254902,44
318.18,318.18,real_drive_20260608_190738,652.25,0,88,32.94117647,13.7254902,44
318.68,318.68,real_drive_20260608_190738,648.25,0,88,33.7254902,13.7254902,44
319.18,319.18,real_drive_20260608_190738,652.25,0,89,32.94117647,13.7254902,44
319.68,319.68,real_drive_20260608_190738,640.5,0,89,32.94117647,13.7254902,44
320.18,320.18,real_drive_20260608_190738,648.25,0,89,33.7254902,13.7254902,45
320.68,320.68,real_drive_20260608_190738,648.25,0,89,33.7254902,13.7254902,45
321.19,321.19,real_drive_20260608_190738,648.25,0,89,33.7254902,13.7254902,45
321.69,321.69,real_drive_20260608_190738,652.25,0,89,33.7254902,13.7254902,45
322.19,322.19,real_drive_20260608_190738,652.25,0,89,33.7254902,13.7254902,45
322.7,322.7,real_drive_20260608_190738,648.25,0,89,33.7254902,13.7254902,45
323.2,323.2,real_drive_20260608_190738,648.25,0,89,33.7254902,13.33333333,45
323.7,323.7,real_drive_20260608_190738,679.5,0,89,28.62745098,13.33333333,45
324.21,324.21,real_drive_20260608_190738,652.25,0,89,27.84313725,13.33333333,45
324.71,324.71,real_drive_20260608_190738,640.5,0,89,28.62745098,13.33333333,45
325.21,325.21,real_drive_20260608_190738,640.5,0,89,28.62745098,13.33333333,45
325.71,325.71,real_drive_20260608_190738,628.75,0,89,27.84313725,12.94117647,45
326.21,326.21,real_drive_20260608_190738,621,0,89,27.84313725,12.94117647,45
326.71,326.71,real_drive_20260608_190738,609.25,0,89,27.84313725,12.94117647,45
327.21,327.21,real_drive_20260608_190738,597.5,0,89,27.84313725,12.94117647,45
327.71,327.71,real_drive_20260608_190738,593.75,0,89,26.66666667,12.94117647,45
328.22,328.22,real_drive_20260608_190738,593.75,0,89,26.66666667,12.94117647,45
328.72,328.72,real_drive_20260608_190738,593.75,0,89,26.66666667,12.94117647,45
329.22,329.22,real_drive_20260608_190738,589.75,0,90,27.84313725,12.94117647,45
329.72,329.72,real_drive_20260608_190738,597.5,0,89,30.98039216,14.11764706,45
330.23,330.23,real_drive_20260608_190738,617,0,90,35.68627451,14.11764706,45
330.74,330.74,real_drive_20260608_190738,625,0,90,35.68627451,13.7254902,46
331.24,331.24,real_drive_20260608_190738,636.5,0,90,34.90196078,13.7254902,46
331.74,331.74,real_drive_20260608_190738,621,0,90,35.68627451,13.7254902,46
332.24,332.24,real_drive_20260608_190738,628.75,0,90,34.90196078,14.11764706,46
332.74,332.74,real_drive_20260608_190738,636.5,0,90,34.90196078,14.11764706,46
333.24,333.24,real_drive_20260608_190738,644.5,0,90,34.90196078,14.11764706,46
333.74,333.74,real_drive_20260608_190738,644.5,0,90,34.90196078,14.11764706,46
334.25,334.25,real_drive_20260608_190738,695.25,0,90,35.68627451,14.50980392,46
334.75,334.75,real_drive_20260608_190738,875,0,90,42.74509804,15.29411765,46
335.25,335.25,real_drive_20260608_190738,890.5,0,90,40.78431373,15.68627451,46
335.75,335.75,real_drive_20260608_190738,890.5,0,90,33.7254902,14.90196078,46
336.26,336.26,real_drive_20260608_190738,691.25,0,90,34.90196078,14.11764706,46
336.76,336.76,real_drive_20260608_190738,632.75,1,90,35.68627451,14.11764706,46
337.27,337.27,real_drive_20260608_190738,632.75,2,90,35.68627451,14.11764706,46
337.77,337.77,real_drive_20260608_190738,640.5,2,90,35.68627451,14.11764706,46
338.27,338.27,real_drive_20260608_190738,636.5,2,90,35.68627451,14.11764706,46
338.78,338.78,real_drive_20260608_190738,628.75,2,90,35.68627451,16.47058824,46
339.28,339.28,real_drive_20260608_190738,859.25,1,90,58.82352941,19.21568627,46
339.78,339.78,real_drive_20260608_190738,1468.75,1,90,62.74509804,21.56862745,46
340.28,340.28,real_drive_20260608_190738,1535,1,90,60.78431373,21.56862745,46
340.78,340.78,real_drive_20260608_190738,1566.25,5,90,60.78431373,20,46
341.28,341.28,real_drive_20260608_190738,1570.25,9,90,51.76470588,19.60784314,46
341.79,341.79,real_drive_20260608_190738,1785,11,90,63.92156863,22.74509804,46
342.29,342.29,real_drive_20260608_190738,1742,11,90,57.64705882,21.17647059,46
342.79,342.79,real_drive_20260608_190738,1742,14,90,56.8627451,20.78431373,46
343.29,343.29,real_drive_20260608_190738,1792.75,14,90,53.7254902,20.78431373,46
343.8,343.8,real_drive_20260608_190738,1734.25,17,90,45.88235294,18.82352941,45
344.3,344.3,real_drive_20260608_190738,1367,19,89,44.70588235,18.82352941,45
344.8,344.8,real_drive_20260608_190738,1324,21,89,64.70588235,21.17647059,45
345.3,345.3,real_drive_20260608_190738,1316.25,21,89,65.88235294,21.17647059,45
345.8,345.8,real_drive_20260608_190738,1304.5,23,89,60.78431373,18.43137255,45
346.3,346.3,real_drive_20260608_190738,1199,25,89,42.74509804,16.8627451,45
346.81,346.81,real_drive_20260608_190738,1214.75,26,89,40,18.03921569,45
347.31,347.31,real_drive_20260608_190738,1261.5,26,89,48.62745098,18.03921569,45
347.81,347.81,real_drive_20260608_190738,1230.25,26,88,48.62745098,18.43137255,45
348.31,348.31,real_drive_20260608_190738,1242,27,88,33.7254902,15.29411765,45
348.82,348.82,real_drive_20260608_190738,1285,27,88,29.80392157,15.68627451,45
349.32,349.32,real_drive_20260608_190738,1203,28,88,40.78431373,17.64705882,45
349.82,349.82,real_drive_20260608_190738,1203,28,88,26.66666667,13.7254902,45
350.32,350.32,real_drive_20260608_190738,1253.75,28,88,15.68627451,13.7254902,45
350.82,350.82,real_drive_20260608_190738,1250,27,88,13.7254902,13.33333333,45
351.33,351.33,real_drive_20260608_190738,1214.75,26,88,16.8627451,16.47058824,45
351.83,351.83,real_drive_20260608_190738,1210.75,26,88,38.82352941,17.64705882,45
352.33,352.33,real_drive_20260608_190738,1214.75,26,88,35.68627451,15.29411765,45
352.83,352.83,real_drive_20260608_190738,1195.25,26,88,20.78431373,14.11764706,45
353.33,353.33,real_drive_20260608_190738,1238.25,26,88,16.8627451,13.7254902,45
353.83,353.83,real_drive_20260608_190738,1175.75,25,88,0,14.11764706,45
354.34,354.34,real_drive_20260608_190738,1175.75,25,88,0,14.11764706,45
354.84,354.84,real_drive_20260608_190738,1175.75,23,88,0,14.11764706,45
355.34,355.34,real_drive_20260608_190738,1128.75,21,87,0,14.11764706,45
355.84,355.84,real_drive_20260608_190738,792.75,19,87,20.78431373,14.11764706,45
356.34,356.34,real_drive_20260608_190738,695.25,19,87,31.76470588,14.11764706,45
356.84,356.84,real_drive_20260608_190738,1015.5,19,87,34.90196078,15.29411765,45
357.34,357.34,real_drive_20260608_190738,1015.5,17,87,45.88235294,18.03921569,45
357.85,357.85,real_drive_20260608_190738,1363.25,16,87,41.96078431,17.64705882,45
358.35,358.35,real_drive_20260608_190738,1394.5,16,87,37.64705882,16.8627451,45
358.86,358.86,real_drive_20260608_190738,1363.25,16,87,35.68627451,16.8627451,45
359.36,359.36,real_drive_20260608_190738,1207,16,87,38.82352941,16.47058824,45
359.86,359.86,real_drive_20260608_190738,1175.75,16,87,38.82352941,16.07843137,45
360.36,360.36,real_drive_20260608_190738,1179.5,17,87,20.78431373,14.11764706,45
360.86,360.86,real_drive_20260608_190738,1156.25,17,87,20,14.90196078,45
361.36,361.36,real_drive_20260608_190738,1195.25,18,87,24.70588235,15.68627451,45
361.87,361.87,real_drive_20260608_190738,1335.75,17,87,37.64705882,18.03921569,45
362.37,362.37,real_drive_20260608_190738,1324,17,87,49.80392157,18.03921569,45
362.87,362.87,real_drive_20260608_190738,1269.5,18,87,49.80392157,18.82352941,45
363.37,363.37,real_drive_20260608_190738,1218.75,18,87,49.80392157,18.43137255,45
363.87,363.87,real_drive_20260608_190738,1187.5,19,87,49.80392157,16.07843137,45
364.37,364.37,real_drive_20260608_190738,1261.5,19,87,45.88235294,18.82352941,45
364.87,364.87,real_drive_20260608_190738,1261.5,21,87,49.80392157,18.43137255,45
365.37,365.37,real_drive_20260608_190738,1222.5,23,87,52.94117647,19.60784314,45
365.87,365.87,real_drive_20260608_190738,1281.25,23,87,63.92156863,20.78431373,45
366.37,366.37,real_drive_20260608_190738,1273.25,24,87,69.80392157,21.96078431,45
366.87,366.87,real_drive_20260608_190738,1328,24,87,71.76470588,22.74509804,45
367.38,367.38,real_drive_20260608_190738,1339.75,25,87,53.7254902,17.25490196,45
367.88,367.88,real_drive_20260608_190738,1261.5,25,87,50.98039216,19.21568627,45
368.38,368.38,real_drive_20260608_190738,1312.5,26,87,66.66666667,22.35294118,45
368.88,368.88,real_drive_20260608_190738,1285,26,87,71.76470588,22.74509804,45
369.38,369.38,real_drive_20260608_190738,1351.5,27,87,70.98039216,22.74509804,45
369.88,369.88,real_drive_20260608_190738,1355.25,27,87,46.66666667,22.74509804,45
370.38,370.38,real_drive_20260608_190738,1320.25,29,88,46.66666667,16.8627451,45
370.88,370.88,real_drive_20260608_190738,1261.5,30,88,43.92156863,17.64705882,45
371.39,371.39,real_drive_20260608_190738,1242,30,88,45.88235294,18.03921569,44
371.89,371.89,real_drive_20260608_190738,1261.5,30,88,46.66666667,18.03921569,44
372.39,372.39,real_drive_20260608_190738,1261.5,30,88,47.84313725,18.03921569,44
372.89,372.89,real_drive_20260608_190738,1261.5,30,88,47.84313725,18.03921569,44
373.39,373.39,real_drive_20260608_190738,1261.5,30,88,46.66666667,18.03921569,44
373.89,373.89,real_drive_20260608_190738,1261.5,30,88,46.66666667,17.64705882,44
374.39,374.39,real_drive_20260608_190738,1289,30,88,41.96078431,17.25490196,44
374.89,374.89,real_drive_20260608_190738,1277.25,31,88,40,16.8627451,44
375.39,375.39,real_drive_20260608_190738,1242,32,88,40,17.25490196,44
375.91,375.91,real_drive_20260608_190738,1265.5,32,88,40,17.25490196,44
376.41,376.41,real_drive_20260608_190738,1261.5,32,88,40,17.25490196,44
376.91,376.91,real_drive_20260608_190738,1265.5,32,88,40.78431373,17.25490196,44
377.41,377.41,real_drive_20260608_190738,1261.5,32,89,40.78431373,17.25490196,44
377.91,377.91,real_drive_20260608_190738,1265.5,33,89,40.78431373,16.8627451,44
378.42,378.42,real_drive_20260608_190738,1273.25,34,89,40,17.25490196,44
378.92,378.92,real_drive_20260608_190738,1273.25,34,89,40,17.25490196,44
379.42,379.42,real_drive_20260608_190738,1265.5,34,89,40,17.25490196,44
379.92,379.92,real_drive_20260608_190738,1269.5,34,89,40,16.8627451,44
380.43,380.43,real_drive_20260608_190738,1269.5,34,89,40,17.25490196,44
380.93,380.93,real_drive_20260608_190738,1261.5,35,89,37.64705882,15.68627451,44
381.43,381.43,real_drive_20260608_190738,1234.25,35,89,17.64705882,13.33333333,44
381.93,381.93,real_drive_20260608_190738,1234.25,36,89,15.68627451,14.11764706,44
382.43,382.43,real_drive_20260608_190738,1222.5,35,89,0,14.11764706,44
382.94,382.94,real_drive_20260608_190738,1203,34,89,20,15.29411765,44
383.44,383.44,real_drive_20260608_190738,1242,34,89,27.84313725,15.29411765,44
383.94,383.94,real_drive_20260608_190738,1250,34,89,27.84313725,15.68627451,44
384.44,384.44,real_drive_20260608_190738,1234.25,33,89,28.62745098,15.68627451,44
384.95,384.95,real_drive_20260608_190738,1226.5,32,89,30.98039216,16.07843137,44
385.45,385.45,real_drive_20260608_190738,1253.75,32,89,32.94117647,16.07843137,44
385.95,385.95,real_drive_20260608_190738,1253.75,32,89,32.94117647,16.07843137,44
386.45,386.45,real_drive_20260608_190738,1285,32,89,26.66666667,14.50980392,44
386.95,386.95,real_drive_20260608_190738,1250,32,89,20,14.11764706,44
387.46,387.46,real_drive_20260608_190738,1265.5,32,89,0,14.11764706,44
387.96,387.96,real_drive_20260608_190738,1187.5,32,89,0,14.11764706,44
388.46,388.46,real_drive_20260608_190738,1203,32,89,0,13.33333333,44
388.96,388.96,real_drive_20260608_190738,1218.75,30,89,0,13.33333333,43
389.47,389.47,real_drive_20260608_190738,1214.75,27,89,0,13.33333333,43
389.97,389.97,real_drive_20260608_190738,1207,25,89,0,13.33333333,43
390.47,390.47,real_drive_20260608_190738,1179.5,23,89,0,13.33333333,43
390.97,390.97,real_drive_20260608_190738,1160,23,89,0,13.33333333,44
391.47,391.47,real_drive_20260608_190738,1003.75,20,89,0,13.33333333,43
391.97,391.97,real_drive_20260608_190738,894.5,17,89,18.82352941,13.33333333,43
392.48,392.48,real_drive_20260608_190738,804.5,17,89,20.78431373,13.33333333,44
392.98,392.98,real_drive_20260608_190738,832,15,89,22.74509804,13.7254902,44
393.48,393.48,real_drive_20260608_190738,832,15,89,24.70588235,14.90196078,44
393.99,393.99,real_drive_20260608_190738,1257.75,13,89,40.78431373,18.03921569,44
394.49,394.49,real_drive_20260608_190738,1492,13,89,41.96078431,18.03921569,44
394.99,394.99,real_drive_20260608_190738,1468.75,15,89,47.84313725,20.78431373,43
395.5,395.5,real_drive_20260608_190738,1753.75,15,89,60.78431373,21.96078431,43
396,396,real_drive_20260608_190738,1734.25,17,89,62.74509804,21.96078431,43
396.5,396.5,real_drive_20260608_190738,1535,19,89,65.88235294,21.56862745,43
397,397,real_drive_20260608_190738,1316.25,21,88,66.66666667,21.56862745,43
397.5,397.5,real_drive_20260608_190738,1324,21,88,65.88235294,22.35294118,43
398.01,398.01,real_drive_20260608_190738,1351.5,23,88,69.80392157,22.35294118,43
398.51,398.51,real_drive_20260608_190738,1335.75,25,88,69.80392157,22.35294118,43
399.01,399.01,real_drive_20260608_190738,1382.75,27,88,68.62745098,22.74509804,43
399.51,399.51,real_drive_20260608_190738,1382.75,27,88,68.62745098,22.74509804,43
400.01,400.01,real_drive_20260608_190738,1386.5,27,88,68.62745098,22.74509804,43
400.51,400.51,real_drive_20260608_190738,1386.5,29,88,68.62745098,22.74509804,43
401.01,401.01,real_drive_20260608_190738,1386.5,31,88,62.74509804,19.60784314,43
401.51,401.51,real_drive_20260608_190738,1285,32,88,29.80392157,14.50980392,43
402.02,402.02,real_drive_20260608_190738,1269.5,32,88,24.70588235,15.29411765,43
402.52,402.52,real_drive_20260608_190738,1187.5,32,88,27.84313725,15.68627451,43
403.02,403.02,real_drive_20260608_190738,1207,32,88,29.80392157,15.68627451,43
403.52,403.52,real_drive_20260608_190738,1199,32,88,29.80392157,15.68627451,43
404.02,404.02,real_drive_20260608_190738,1234.25,32,88,26.66666667,15.29411765,43
404.53,404.53,real_drive_20260608_190738,1300.75,32,88,17.64705882,13.7254902,43
405.03,405.03,real_drive_20260608_190738,1277.25,31,88,13.7254902,13.33333333,43
405.53,405.53,real_drive_20260608_190738,1246,30,88,0,13.33333333,43
406.03,406.03,real_drive_20260608_190738,1195.25,29,88,0,13.33333333,43
406.53,406.53,real_drive_20260608_190738,1195.25,29,88,0,13.33333333,43
407.04,407.04,real_drive_20260608_190738,1199,27,88,0,13.33333333,43
407.54,407.54,real_drive_20260608_190738,1179.5,27,88,0,13.33333333,43
408.04,408.04,real_drive_20260608_190738,1179.5,25,88,0,13.33333333,43
408.55,408.55,real_drive_20260608_190738,1164,22,88,0,13.33333333,43
409.05,409.05,real_drive_20260608_190738,996,22,88,17.64705882,13.7254902,43
409.56,409.56,real_drive_20260608_190738,851.5,18,88,20.78431373,13.33333333,43
410.06,410.06,real_drive_20260608_190738,792.75,14,88,21.96078431,13.33333333,43
410.56,410.56,real_drive_20260608_190738,808.5,10,88,24.70588235,14.11764706,43
411.06,411.06,real_drive_20260608_190738,804.5,7,88,27.84313725,14.11764706,43
411.57,411.57,real_drive_20260608_190738,761.5,7,88,67.84313725,21.17647059,43
412.07,412.07,real_drive_20260608_190738,1554.5,5,88,78.82352941,21.17647059,43
412.57,412.57,real_drive_20260608_190738,1847.5,6,88,84.70588235,27.05882353,43
413.08,413.08,real_drive_20260608_190738,2011.5,11,88,84.70588235,28.23529412,43
413.58,413.58,real_drive_20260608_190738,2125,11,88,80.78431373,28.23529412,43
414.08,414.08,real_drive_20260608_190738,2226.5,11,88,80,28.23529412,42
414.58,414.58,real_drive_20260608_190738,2226.5,16,88,80,29.01960784,42
415.08,415.08,real_drive_20260608_190738,2179.5,20,88,80.78431373,29.01960784,42
415.58,415.58,real_drive_20260608_190738,2093.75,24,88,73.7254902,25.09803922,42
416.09,416.09,real_drive_20260608_190738,1859.25,24,88,76.8627451,25.88235294,42
416.59,416.59,real_drive_20260608_190738,1839.75,27,87,78.82352941,26.2745098,42
417.09,417.09,real_drive_20260608_190738,1917.75,29,87,76.8627451,26.2745098,42
417.6,417.6,real_drive_20260608_190738,1968.75,31,87,75.68627451,26.2745098,42
418.1,418.1,real_drive_20260608_190738,2011.5,31,87,74.90196078,26.66666667,42
418.6,418.6,real_drive_20260608_190738,2070.25,34,87,73.7254902,26.66666667,41
419.1,419.1,real_drive_20260608_190738,2144.5,37,88,73.7254902,26.66666667,41
419.6,419.6,real_drive_20260608_190738,2171.75,39,87,73.7254902,26.66666667,41
420.11,420.11,real_drive_20260608_190738,2207,41,88,73.7254902,26.2745098,41
420.61,420.61,real_drive_20260608_190738,2246,41,88,70.98039216,25.88235294,41
421.11,421.11,real_drive_20260608_190738,2214.75,41,87,69.80392157,25.88235294,41
421.61,421.61,real_drive_20260608_190738,1773.25,43,87,31.76470588,15.29411765,41
422.11,422.11,real_drive_20260608_190738,1773.25,45,87,16.8627451,16.8627451,41
422.62,422.62,real_drive_20260608_190738,1445.25,46,87,56.8627451,20,41
423.12,423.12,real_drive_20260608_190738,1363.25,46,88,50.98039216,18.43137255,41
423.62,423.62,real_drive_20260608_190738,1312.5,46,88,51.76470588,18.43137255,41
424.12,424.12,real_drive_20260608_190738,1269.5,47,88,48.62745098,16.07843137,41
424.62,424.62,real_drive_20260608_190738,1253.75,48,88,24.70588235,14.11764706,41
425.13,425.13,real_drive_20260608_190738,1277.25,48,88,17.64705882,15.29411765,41
425.63,425.63,real_drive_20260608_190738,1308.5,48,88,29.80392157,16.07843137,41
426.13,426.13,real_drive_20260608_190738,1296.75,48,88,31.76470588,16.07843137,41
426.63,426.63,real_drive_20260608_190738,1281.25,48,88,29.80392157,16.07843137,41
427.13,427.13,real_drive_20260608_190738,1265.5,48,88,29.80392157,14.90196078,41
427.63,427.63,real_drive_20260608_190738,1277.25,48,88,15.68627451,13.33333333,41
428.14,428.14,real_drive_20260608_190738,1265.5,48,88,12.94117647,13.33333333,41
428.64,428.64,real_drive_20260608_190738,1265.5,48,88,0,13.33333333,41
429.14,429.14,real_drive_20260608_190738,1265.5,47,88,0,13.33333333,41
429.64,429.64,real_drive_20260608_190738,1265.5,46,88,0,13.33333333,41
430.14,430.14,real_drive_20260608_190738,1265.5,46,88,0,13.33333333,41
430.65,430.65,real_drive_20260608_190738,1257.75,45,88,0,13.33333333,41
431.15,431.15,real_drive_20260608_190738,1265.5,44,88,0,13.33333333,41
431.65,431.65,real_drive_20260608_190738,1261.5,44,88,0,14.11764706,41
432.15,432.15,real_drive_20260608_190738,1261.5,44,88,0,14.11764706,41
432.65,432.65,real_drive_20260608_190738,1261.5,43,88,0,14.11764706,41
433.15,433.15,real_drive_20260608_190738,1257.75,42,88,0,14.11764706,41
433.66,433.66,real_drive_20260608_190738,1250,41,88,0,13.7254902,41
434.16,434.16,real_drive_20260608_190738,1242,41,88,0,13.7254902,41
434.67,434.67,real_drive_20260608_190738,1238.25,40,88,0,13.7254902,41
435.17,435.17,real_drive_20260608_190738,1238.25,39,88,0,13.7254902,41
435.67,435.67,real_drive_20260608_190738,1242,39,88,0,13.7254902,41
436.17,436.17,real_drive_20260608_190738,1242,38,88,0,13.7254902,41
436.67,436.67,real_drive_20260608_190738,1257.75,37,88,0,13.7254902,41
437.18,437.18,real_drive_20260608_190738,1234.25,37,88,0,13.7254902,41
437.68,437.68,real_drive_20260608_190738,1214.75,35,88,0,13.7254902,41
438.18,438.18,real_drive_20260608_190738,1214.75,33,88,0,13.7254902,41
438.68,438.68,real_drive_20260608_190738,1222.5,30,88,0,13.33333333,42
439.18,439.18,real_drive_20260608_190738,1218.75,30,88,0,13.33333333,42
439.68,439.68,real_drive_20260608_190738,1191.25,27,88,0,13.33333333,42
440.19,440.19,real_drive_20260608_190738,1199,24,88,0,13.33333333,42
440.69,440.69,real_drive_20260608_190738,1175.75,20,88,13.7254902,13.33333333,42
441.19,441.19,real_drive_20260608_190738,949,20,88,13.7254902,14.11764706,42
441.7,441.7,real_drive_20260608_190738,839.75,17,88,20,13.33333333,42
442.2,442.2,real_drive_20260608_190738,820.25,17,88,20.78431373,13.33333333,42
442.71,442.71,real_drive_20260608_190738,820.25,15,88,21.96078431,13.7254902,42
443.21,443.21,real_drive_20260608_190738,902.25,14,88,25.88235294,15.29411765,42
443.71,443.71,real_drive_20260608_190738,1296.75,14,88,37.64705882,18.03921569,42
444.21,444.21,real_drive_20260608_190738,1445.25,14,88,40.78431373,18.03921569,42
444.71,444.71,real_drive_20260608_190738,1464.75,14,88,41.96078431,18.03921569,42
445.21,445.21,real_drive_20260608_190738,1484.25,15,88,41.96078431,18.03921569,42
445.71,445.71,real_drive_20260608_190738,1339.75,17,88,44.70588235,18.03921569,42
446.21,446.21,real_drive_20260608_190738,1230.25,17,88,46.66666667,17.64705882,42
446.72,446.72,real_drive_20260608_190738,1222.5,19,88,46.66666667,17.64705882,42
447.22,447.22,real_drive_20260608_190738,1238.25,20,88,46.66666667,18.03921569,42
447.73,447.73,real_drive_20260608_190738,1246,21,88,46.66666667,18.03921569,42
448.23,448.23,real_drive_20260608_190738,1203,21,88,44.70588235,14.50980392,42
448.73,448.73,real_drive_20260608_190738,1218.75,21,88,20,14.11764706,42
449.23,449.23,real_drive_20260608_190738,1218.75,22,88,17.64705882,14.11764706,42
449.73,449.73,real_drive_20260608_190738,1179.5,22,88,0,13.7254902,42
450.23,450.23,real_drive_20260608_190738,1144.5,21,88,17.64705882,13.7254902,42
450.74,450.74,real_drive_20260608_190738,1007.75,19,88,24.70588235,14.50980392,42
451.24,451.24,real_drive_20260608_190738,804.5,19,88,28.62745098,13.7254902,42
451.74,451.74,real_drive_20260608_190738,812.5,17,88,27.84313725,13.7254902,42
452.24,452.24,real_drive_20260608_190738,812.5,15,88,27.84313725,14.50980392,42
452.74,452.74,real_drive_20260608_190738,917.75,14,88,30.98039216,16.8627451,42
453.24,453.24,real_drive_20260608_190738,1367,14,88,52.94117647,20,42
453.74,453.74,real_drive_20260608_190738,1644.5,14,88,53.7254902,20,42
454.24,454.24,real_drive_20260608_190738,1664,15,88,55.68627451,20.39215686,42
454.75,454.75,real_drive_20260608_190738,1640.5,17,88,55.68627451,20.39215686,42
455.26,455.26,real_drive_20260608_190738,1472.5,17,88,55.68627451,20.39215686,42
455.76,455.76,real_drive_20260608_190738,1320.25,17,88,56.8627451,19.60784314,42
456.26,456.26,real_drive_20260608_190738,1203,19,88,56.8627451,18.82352941,42
456.77,456.77,real_drive_20260608_190738,1203,21,88,33.7254902,14.11764706,42
457.27,457.27,real_drive_20260608_190738,1191.25,23,88,17.64705882,13.33333333,42
457.77,457.77,real_drive_20260608_190738,1183.5,23,88,0,13.33333333,42
458.27,458.27,real_drive_20260608_190738,1175.75,24,88,0,13.33333333,42
458.77,458.77,real_drive_20260608_190738,1175.75,23,88,0,13.33333333,42
459.27,459.27,real_drive_20260608_190738,1175.75,21,88,0,13.33333333,42
459.78,459.78,real_drive_20260608_190738,1039,21,88,17.64705882,14.11764706,42
460.28,460.28,real_drive_20260608_190738,851.5,19,88,20.78431373,13.33333333,42
460.78,460.78,real_drive_20260608_190738,835.75,17,88,20.78431373,14.11764706,42
461.28,461.28,real_drive_20260608_190738,945.25,15,88,27.84313725,14.11764706,42
461.79,461.79,real_drive_20260608_190738,1335.75,14,88,27.84313725,15.29411765,42
462.29,462.29,real_drive_20260608_190738,1449,14,88,37.64705882,17.64705882,42
462.79,462.79,real_drive_20260608_190738,1359.25,15,88,37.64705882,17.25490196,42
463.29,463.29,real_drive_20260608_190738,1457,15,88,38.82352941,17.64705882,42
463.79,463.79,real_drive_20260608_190738,1457,16,88,50.98039216,21.17647059,42
464.3,464.3,real_drive_20260608_190738,1593.75,17,88,60,21.17647059,42
464.8,464.8,real_drive_20260608_190738,1316.25,17,88,61.96078431,19.60784314,42
465.3,465.3,real_drive_20260608_190738,1226.5,19,88,65.88235294,20.78431373,42
