timestamp,rpm,speed_kph,coolant_temp_c,engine_load_pct,throttle_pct,intake_temp_c
0.0,816.25,12.0,88,20.784313725490197,13.333333333333334,61
0.51,785.0,12.0,89,25.88235294117647,14.117647058823529,61
1.01,832.0,9.0,89,28.627450980392158,16.07843137254902,61
1.51,992.0,7.0,88,40.0,16.07843137254902,61
2.01,1156.25,6.0,88,40.0,16.470588235294116,61
2.51,1480.25,6.0,88,48.627450980392155,19.215686274509803,61
3.01,1656.25,8.0,88,49.80392156862745,19.607843137254903,61
3.51,1671.75,8.0,88,51.76470588235294,20.0,61
4.01,1671.75,11.0,88,49.80392156862745,19.607843137254903,61
4.52,1644.5,13.0,88,49.80392156862745,19.607843137254903,61
5.02,1472.5,13.0,88,49.80392156862745,19.607843137254903,61
5.53,1324.0,16.0,88,54.90196078431372,19.215686274509803,60
6.03,1250.0,19.0,88,57.64705882352941,19.215686274509803,60
6.53,1242.0,21.0,88,62.745098039215684,20.0,60
7.03,1218.75,21.0,88,64.70588235294117,20.0,60
7.53,1218.75,23.0,88,62.745098039215684,20.0,60
8.03,1226.5,25.0,88,37.64705882352941,14.509803921568627,60
8.53,1222.5,26.0,88,42.745098039215684,19.215686274509803,60
9.03,1347.5,27.0,88,60.78431372549019,19.215686274509803,60
9.53,1257.75,27.0,88,60.78431372549019,19.215686274509803,60
10.04,1226.5,29.0,88,51.76470588235294,16.862745098039216,60
10.54,1222.5,30.0,88,25.88235294117647,14.509803921568627,60
11.04,1195.25,30.0,88,17.647058823529413,14.117647058823529,60
11.54,1195.25,30.0,88,23.92156862745098,14.901960784313726,60
12.04,1195.25,30.0,88,24.705882352941178,14.509803921568627,60
12.54,1242.0,30.0,88,20.0,14.117647058823529,60
13.04,1238.25,30.0,88,15.686274509803921,13.72549019607843,60
13.54,1226.5,30.0,88,0.0,13.333333333333334,60
14.04,1191.25,30.0,88,0.0,13.333333333333334,60
14.54,1191.25,29.0,88,13.72549019607843,14.901960784313726,60
15.04,1214.75,27.0,88,30.980392156862745,16.862745098039216,60
15.54,1308.5,26.0,88,51.76470588235294,21.176470588235293,60
